"Marital_status","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Gender","Scholarship_holder","Age_at_enrollment","International","Unemployment_rate","Inflation_rate","GDP","Target","PAM_1500"
"1","9147","1",1,135,"1","9","5",126.3,"0","0","1","0",18,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9254","1",1,133.1,"1","4","5",98,"0","0","1","0",26,"0",10.8,1.4,1.74,"Dropout",NA
"1","9147","1",1,135,"1","6","5",121,"1","0","1","1",18,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9773","1",1,128,"1","9",NA,124.2,"1","0","1","0",22,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","9003","1",1,140,"1","4","5",130,"0","0","1","0",25,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9773","1",1,135,"1","4","4",136.1,"1","0","1","0",19,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9773","1",1,131,"1","2","3",132.8,"1","0","1","0",19,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9500","1",1,131,"1","5","5",126.3,"0","0","1","0",19,"0",16.2,0.3,-0.92,"Graduate",2
"4","8014","0",19,100,"1","9","1",111.5,"0","0","1","0",45,"0",10.8,1.4,1.74,"Dropout",NA
"2","9991","0",1,140,"1","9","9",118.2,"0","0","1","0",52,"0",7.6,2.6,0.32,"Graduate",NA
"1","9147","1",1,124,"1","9","3",115.6,"1","0","1","0",20,"0",9.4,-0.8,-3.12,"Dropout",1
"1","9500","1",1,130,"1","5","10",117.8,"1","0","1","0",19,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",1,142,"1","9","9",127,"0","0","1","0",21,"0",12.4,0.5,1.79,"Dropout",NA
"2","8014","0",1,150,"1","9","9",140,"0","0","1","0",35,"0",9.4,-0.8,-3.12,"Graduate",2
"2","171","1",12,110,"1",NA,NA,106,"1","0","1","0",36,"0",7.6,2.6,0.32,"Graduate",NA
"4","9500","1",19,110,"1","5","5",151,"0","0","1","0",47,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9991","0",1,112,"1","2","2",106.4,"0","0","1","0",22,"0",8.9,1.4,3.51,"Dropout",NA
"2","9991","0",1,100,"1","9","9",125.3,"1","0","1","0",41,"0",7.6,2.6,0.32,"Dropout",NA
"1","9119","1",3,130,"1",NA,NA,130,"0","0","1","0",26,"0",10.8,1.4,1.74,"Dropout",NA
"2","8014","0",1,133.1,"1",NA,NA,116,"0","0","0","0",51,"0",10.8,1.4,1.74,"Dropout",NA
"2","9991","0",1,150,"1","9","9",120,"0","0","0","0",43,"0",9.4,-0.8,-3.12,"Enrolled",2
"2","8014","0",1,100,"1",NA,NA,100,"1","0","0","0",41,"0",7.6,2.6,0.32,"Graduate",NA
"1","9147","1",1,130,"1","9","9",118.5,"1","0","1","0",23,"0",7.6,2.6,0.32,"Graduate",1
"1","9238","1",1,129,"1",NA,"5",118.9,"1","0","1","0",22,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9070","1",1,127,"1","9","9",119.3,"1","1","1","1",25,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9991","0",1,140,"1","9","9",135.8,"1","0","1","0",25,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","171","1",42,130,"1","9","9",130,"1","0","1","1",22,"0",8.9,1.4,3.51,"Graduate",NA
"1","9003","1",1,133.1,"6",NA,NA,129.8,"0","0","1","0",24,"1",8.9,1.4,3.51,"Enrolled",NA
"1","9085","1",2,140,"1","9","10",150,"0","0","1","0",47,"0",16.2,0.3,-0.92,"Dropout",2
"2","9991","0",19,133.1,"1","5","5",111.9,"1","0","1","0",41,"0",7.6,2.6,0.32,"Dropout",1
"1","9003","1",1,120,"1","9","9",150.1,"1","0","1","0",43,"0",13.9,-0.3,0.79,"Graduate",2
"1","9003","1",1,133.1,"1","9",NA,130,"0","0","1","0",29,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9119","1",1,120,"1","5","5",128,"0","0","1","0",30,"0",7.6,2.6,0.32,"Dropout",NA
"1","9147","1",38,133.1,"1","9","9",102.5,"0","0","1","0",26,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9991","0",1,133.1,"1","9","9",102.5,"0","0","1","0",27,"0",15.5,2.8,-4.06,"Dropout",NA
"2","9670","1",1,100,"1","9","9",110,"0","0","1","1",36,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9003","1",19,133.1,"1","4","10",114,"0","0","1","0",29,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9119","1",1,120,"1",NA,NA,128.2,"1","0","1","0",35,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9773","1",1,128,"1","6","3",116.5,"0","0","1","1",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9991","0",1,172,"1","9","9",149.3,"0","0","1","1",24,"0",8.9,1.4,3.51,"Graduate",2
"1","9773","1",1,146,"1","9",NA,134.1,"1","0","1","1",18,"0",10.8,1.4,1.74,"Dropout",1
"1","9119","1",1,135,"1","5",NA,126.6,"1","0","1","0",18,"0",7.6,2.6,0.32,"Enrolled",NA
"2","9085","1",1,160,"1","9",NA,120,"0","0","1","0",21,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9119","1",1,150,"1","5",NA,133.5,"1","0","1","0",21,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9003","1",1,130,"1","2","6",110,"0","0","1","0",32,"0",15.5,2.8,-4.06,"Graduate",2
"1","9119","1",1,111,"1","9","5",107.5,"1","0","1","1",22,"0",11.1,0.6,2.02,"Dropout",1
"1","9003","1",3,130,"1","9",NA,130,"1","0","1","0",32,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9670","1",6,170,"1",NA,NA,111.6,"0","0","1","0",35,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9147","1",1,133.1,"1","4",NA,101,"1","0","1","0",23,"0",8.9,1.4,3.51,"Dropout",NA
"1","8014","0",1,100,"1","6","6",108.3,"0","0","1","0",39,"0",7.6,2.6,0.32,"Enrolled",NA
"2","9670","1",1,120,"1",NA,NA,128.2,"0","0","1","0",35,"0",9.4,-0.8,-3.12,"Dropout",NA
"2","9003","1",3,110,"1","4","6",150,"0","0","1","0",32,"0",16.2,0.3,-0.92,"Graduate",2
"1","9853","1",1,133.1,"1",NA,NA,142.8,"0","0","1","0",20,"0",7.6,2.6,0.32,"Dropout",NA
"1","9500","1",1,120,"1","9","9",100,"0","0","1","0",34,"0",16.2,0.3,-0.92,"Enrolled",2
"1","9991","0",40,150,"1","6","6",150,"1","0","1","0",44,"0",8.9,1.4,3.51,"Dropout",NA
"2","9254","1",19,133.1,"1","9","10",156.5,"0","0","1","0",53,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9119","1",19,120,"1","9","4",98.6,"0","0","1","0",28,"0",12.4,0.5,1.79,"Dropout",2
"1","9991","0",3,130,"1","9","9",130,"0","0","1","0",31,"0",12.7,3.7,-1.7,"Dropout",2
"1","171","1",1,130,"1","5","9",118.1,"0","0","1","0",18,"0",9.4,-0.8,-3.12,"Enrolled",2
"1","9003","1",1,100,"1","9","10",120,"0","0","1","0",44,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9085","1",1,142,"1","9","9",127.7,"1","0","1","0",19,"0",12.7,3.7,-1.7,"Graduate",2
"1","171","1",1,130,"26","2","9",130,"0","0","1","0",21,"1",8.9,1.4,3.51,"Enrolled",NA
"1","9119","1",1,148,"1","3","5",147.7,"0","0","1","1",18,"0",9.4,-0.8,-3.12,"Dropout",2
"1","9003","1",39,170,"1","5","5",170,"1","0","1","0",20,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9070","1",1,110,"1",NA,NA,110.2,"0","0","1","0",55,"0",11.1,0.6,2.02,"Graduate",NA
"1","9147","1",1,166,"1","4",NA,146.4,"0","0","1","0",27,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9119","1",1,135,"1","5","5",121,"0","0","1","0",19,"0",12.4,0.5,1.79,"Dropout",NA
"1","9147","1",1,133,"1","9","9",129.9,"0","0","1","0",18,"0",12.4,0.5,1.79,"Graduate",NA
"2","9773","1",1,133.1,"1",NA,"4",132,"0","0","1","0",43,"0",15.5,2.8,-4.06,"Dropout",2
"1","9254","1",1,121,"1","9","6",125.9,"1","0","1","0",18,"0",13.9,-0.3,0.79,"Dropout",NA
"1","171","1",1,159,"1","2","2",165.7,"1","0","1","0",18,"0",9.4,-0.8,-3.12,"Dropout",1
"1","9254","1",1,130,"1","9","9",122.7,"1","0","1","1",20,"0",8.9,1.4,3.51,"Dropout",NA
"2","9991","0",1,121,"1","9","9",141.4,"0","0","1","0",29,"0",10.8,1.4,1.74,"Dropout",NA
"1","9130","1",19,133.1,"1","9","10",156.4,"1","0","1","0",44,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9119","1",1,146,"1","9","9",148.5,"1","0","1","0",18,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9003","1",39,140,"1","9","1",140,"0","0","1","1",20,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","9070","1",1,125,"1",NA,NA,131.7,"1","0","1","0",20,"0",12.4,0.5,1.79,"Dropout",NA
"2","9147","1",1,120,"1","9","9",104.7,"1","0","1","0",36,"0",10.8,1.4,1.74,"Dropout",1
"1","9130","1",39,150,"1","2","5",150,"1","0","1","0",19,"0",13.9,-0.3,0.79,"Enrolled",NA
"2","9085","1",19,110,"1",NA,NA,110,"0","0","1","0",29,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9670","1",1,120,"1","9","9",129.1,"1","0","1","0",18,"0",10.8,1.4,1.74,"Dropout",1
"1","9003","1",1,133.1,"1","1","6",120,"0","0","1","0",24,"0",13.9,-0.3,0.79,"Dropout",2
"1","9773","1",1,133.1,"1","2","5",127,"0","0","1","0",20,"0",15.5,2.8,-4.06,"Graduate",NA
"2","8014","0",19,133.1,"1","9","9",151.5,"0","0","1","0",45,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9500","1",1,130,"1","4","4",126.8,"1","0","1","1",28,"0",7.6,2.6,0.32,"Graduate",NA
"1","9254","1",1,160,"1","9","9",140.8,"1","0","1","0",23,"0",7.6,2.6,0.32,"Enrolled",1
"1","9500","1",1,128,"1","4",NA,125.6,"1","0","1","0",18,"0",12.4,0.5,1.79,"Graduate",NA
"1","9147","1",1,140,"1","9","4",127.8,"1","0","1","0",23,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","171","1",1,120,"1","2","2",120,"1","0","1","0",22,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9070","1",1,140,"1","5","5",131.3,"0","0","1","1",22,"0",12.4,0.5,1.79,"Graduate",2
"1","9991","0",12,120,"1","5","5",155.7,"0","0","1","0",33,"0",10.8,1.4,1.74,"Graduate",NA
"1","9003","1",42,130,"1","9","6",128.5,"0","0","1","0",21,"0",8.9,1.4,3.51,"Graduate",NA
"2","9147","1",1,100,"1","9","5",170,"0","0","1","0",45,"0",15.5,2.8,-4.06,"Graduate",NA
"2","9003","1",1,133.1,"1","9","9",100,"0","0","1","0",44,"0",15.5,2.8,-4.06,"Dropout",NA
"4","9670","1",1,110,"1",NA,NA,107.2,"0","0","1","0",42,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9147","1",1,147,"1","9",NA,139.3,"1","0","1","0",20,"0",12.4,0.5,1.79,"Dropout",NA
"1","9147","1",1,133,"1","5","6",123.2,"1","0","1","0",20,"0",9.4,-0.8,-3.12,"Enrolled",2
"1","9254","1",1,137,"1","2",NA,122.3,"1","0","1","1",20,"0",8.9,1.4,3.51,"Graduate",NA
"1","9773","1",1,124,"1","4","4",127.9,"1","0","1","0",20,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9147","1",1,128,"1","9","6",120.3,"0","0","1","0",19,"0",8.9,1.4,3.51,"Enrolled",2
"1","8014","0",1,120,"1","4","4",128.5,"0","0","1","0",26,"0",12.4,0.5,1.79,"Dropout",NA
"2","9003","1",1,133.1,"1",NA,NA,150,"0","0","1","0",31,"0",13.9,-0.3,0.79,"Graduate",2
"1","9773","1",1,142,"1","9","9",136.1,"0","0","1","1",19,"0",16.2,0.3,-0.92,"Graduate",2
"1","9773","1",19,100,"1",NA,NA,128,"1","0","1","0",28,"0",7.6,2.6,0.32,"Graduate",NA
"1","171","1",1,149,"1","9","9",158.1,"1","0","1","1",20,"0",10.8,1.4,1.74,"Graduate",NA
"2","8014","0",1,110,"1","9","10",108.7,"1","0","0","0",43,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","171","1",19,133.1,"101","2",NA,110,"0","0","1","1",25,"1",15.5,2.8,-4.06,"Dropout",NA
"1","9238","1",19,133.1,"1","9","9",120,"0","1","0","0",40,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9085","1",39,150,"6","1","1",150,"0","0","0","0",20,"1",12.4,0.5,1.79,"Graduate",NA
"2","8014","0",12,133.1,"1","9","1",113,"0","0","0","0",46,"0",11.1,0.6,2.02,"Graduate",NA
"1","33","1",1,121,"1","5",NA,118.6,"0","0","0","0",26,"0",8.9,1.4,3.51,"Graduate",1
"2","9500","1",1,133.1,"1","5","5",148.8,"0","0","0","1",34,"0",12.4,0.5,1.79,"Graduate",1
"1","9853","1",1,122,"1","9","5",120.3,"1","0","0","0",19,"0",10.8,1.4,1.74,"Dropout",NA
"1","9500","1",1,143,"1","9","9",127,"1","0","0","1",18,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9556","1",1,123,"1","4","9",113.8,"1","0","0","0",18,"0",12.7,3.7,-1.7,"Graduate",1
"1","8014","0",1,120,"1","9",NA,108,"0","0","1","1",37,"0",13.9,-0.3,0.79,"Graduate",2
"1","171","1",1,114,"1","9",NA,129.1,"0","0","1","1",23,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9070","1",1,114,"1","9",NA,135.9,"0","0","1","0",26,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9773","1",1,154.4,"22","3","5",154.4,"1","0","0","0",18,"1",10.8,1.4,1.74,"Dropout",1
"1","9500","1",1,190,"108",NA,"4",190,"1","0","0","0",18,"1",12.4,0.5,1.79,"Enrolled",NA
"1","9500","1",1,136,"1","2","2",132.5,"1","0","0","0",19,"0",11.1,0.6,2.02,"Graduate",1
"1","9085","1",1,163.3,"22","4","9",163.3,"0","0","0","0",18,"1",12.4,0.5,1.79,"Graduate",NA
"1","9670","1",1,126,"1","4","3",122.5,"1","0","0","0",19,"0",8.9,1.4,3.51,"Dropout",NA
"1","9119","1",1,122,"62",NA,NA,121,"1","0","1","0",20,"1",8.9,1.4,3.51,"Enrolled",1
"1","9070","1",1,137,"1","1","5",131.8,"0","0","0","1",22,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,139,"1","9","5",135,"1","0","0","1",18,"0",12.7,3.7,-1.7,"Graduate",1
"1","9254","1",1,142,"1","5","4",141.7,"0","0","0","1",18,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9773","1",1,133.1,"1","5","5",131.3,"1","0","0","1",18,"0",8.9,1.4,3.51,"Graduate",NA
"1","9254","1",1,126,"1","5",NA,123.9,"1","0","0","1",18,"0",12.4,0.5,1.79,"Graduate",1
"1","9254","1",1,131,"1",NA,"4",126.1,"1","0","0","0",18,"0",8.9,1.4,3.51,"Graduate",1
"1","9500","1",1,131,"1",NA,NA,126.5,"1","0","0","1",19,"0",11.1,0.6,2.02,"Graduate",NA
"1","9853","1",1,108,"1","5","5",107.3,"0","0","0","0",20,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9238","1",1,133.1,"1","9","5",95,"1","0","0","1",19,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9085","1",1,122,"1","4",NA,116.1,"1","0","0","0",18,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9070","1",1,143,"1","9",NA,134.6,"1","0","0","1",18,"0",12.4,0.5,1.79,"Dropout",1
"1","9500","1",1,135,"1",NA,NA,128,"1","0","0","1",18,"0",11.1,0.6,2.02,"Graduate",1
"1","9773","1",1,148,"1","2","6",144.2,"1","0","0","0",18,"0",12.4,0.5,1.79,"Graduate",NA
"1","9147","1",1,134,"1","4",NA,129.5,"0","0","0","1",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9773","1",1,122,"1","4",NA,116.8,"1","0","0","0",18,"0",16.2,0.3,-0.92,"Graduate",NA
"1","9003","1",39,160,"1","9","6",160,"0","0","0","1",20,"0",16.2,0.3,-0.92,"Graduate",2
"1","9238","1",1,126,"1","3","5",127.1,"1","0","0","1",19,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9130","1",1,138,"1","2","6",126.3,"1","0","0","1",18,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9238","1",1,115,"1",NA,NA,112.9,"1","0","0","1",19,"0",12.4,0.5,1.79,"Graduate",NA
"1","9853","1",1,141,"1","1","5",130.2,"1","0","0","0",19,"0",12.7,3.7,-1.7,"Enrolled",1
"1","9130","1",1,100,"41","3","2",100,"0","0","0","0",19,"1",9.4,-0.8,-3.12,"Enrolled",NA
"1","9670","1",1,130,"1",NA,NA,121.6,"0","0","0","0",19,"0",12.4,0.5,1.79,"Graduate",1
"1","9670","1",1,130,"26","2",NA,130,"0","1","0","0",20,"1",8.9,1.4,3.51,"Graduate",NA
"1","9130","1",1,135,"1","9","5",121.7,"1","0","0","1",18,"0",10.8,1.4,1.74,"Graduate",1
"1","9147","1",3,120,"1","4",NA,120,"0","0","0","0",33,"0",12.4,0.5,1.79,"Dropout",NA
"1","9853","1",1,148,"1","4","5",143.5,"0","0","0","1",19,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9556","1",1,136,"1","9","9",128.3,"0","0","0","1",18,"0",15.5,2.8,-4.06,"Graduate",NA
"1","9070","1",1,108,"1","4","3",111.9,"0","0","0","0",19,"0",8.9,1.4,3.51,"Dropout",NA
"1","9003","1",39,140,"1","6","3",140,"0","0","0","0",19,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","9773","1",1,153,"1","2",NA,137.6,"1","0","0","0",18,"0",12.4,0.5,1.79,"Graduate",1
"1","9238","1",1,135,"1","9","5",135,"1","0","0","0",20,"0",10.8,1.4,1.74,"Graduate",NA
"1","9500","1",1,146,"1",NA,NA,133.8,"1","0","0","0",19,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9773","1",1,130,"1","9","9",126.9,"1","0","1","1",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9254","1",1,113,"1","5","3",106.7,"1","0","1","1",19,"0",13.9,-0.3,0.79,"Dropout",2
"1","8014","0",1,145.7,"22","9","9",145.7,"1","0","0","0",25,"1",13.9,-0.3,0.79,"Graduate",NA
"1","9070","1",1,145,"1","4","4",153.1,"1","0","0","1",20,"0",12.7,3.7,-1.7,"Enrolled",NA
"1","8014","0",1,126,"1","5","5",118.7,"0","0","0","0",19,"0",12.7,3.7,-1.7,"Graduate",2
"1","9991","0",1,160,"1",NA,NA,161.8,"1","0","1","0",33,"0",7.6,2.6,0.32,"Dropout",NA
"1","9119","1",1,134,"1",NA,NA,124.9,"1","0","1","0",18,"0",8.9,1.4,3.51,"Enrolled",NA
"1","9119","1",1,163,"1","5",NA,150.8,"1","0","1","0",18,"0",7.6,2.6,0.32,"Enrolled",1
"1","9147","1",1,130,"26","2","3",130,"0","0","0","0",19,"1",11.1,0.6,2.02,"Graduate",NA
"1","171","1",1,165,"1","2","2",163.6,"1","0","0","0",18,"0",12.4,0.5,1.79,"Enrolled",1
"1","9147","1",1,142,"1",NA,NA,115,"0","0","0","0",19,"0",13.9,-0.3,0.79,"Enrolled",NA
"1","9773","1",1,156,"1","5","10",136.8,"1","0","0","0",18,"0",11.1,0.6,2.02,"Dropout",NA
"1","9853","1",1,141,"1","2",NA,130.9,"1","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",NA
"1","9500","1",1,143,"1",NA,NA,127,"1","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"2","9500","1",19,133.1,"1","2","10",120,"0","0","0","0",37,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9238","1",1,133,"1","2","4",126,"0","0","0","0",20,"0",9.4,-0.8,-3.12,"Enrolled",2
"1","9254","1",1,172,"41","5","5",153.8,"1","0","0","1",20,"1",10.8,1.4,1.74,"Graduate",NA
"1","9238","1",1,140,"26","9","6",140,"0","0","1","0",21,"1",11.1,0.6,2.02,"Graduate",NA
"1","9500","1",1,142,"1","5","4",136.6,"0","0","0","1",18,"0",12.4,0.5,1.79,"Graduate",1
"1","8014","0",1,140,"1","9",NA,105,"0","0","0","0",26,"0",15.5,2.8,-4.06,"Enrolled",NA
"1","9147","1",12,133.1,"1","9",NA,139.4,"0","0","0","0",41,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9773","1",1,148,"1","3","9",140,"1","0","0","1",18,"0",16.2,0.3,-0.92,"Graduate",1
"1","9500","1",1,137,"1","9",NA,130.8,"0","0","0","0",18,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9500","1",1,143,"1","9","9",138.8,"1","0","0","0",31,"0",11.1,0.6,2.02,"Graduate",1
"1","9238","1",1,133.1,"1","4","10",110,"0","0","0","0",23,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9500","1",1,138,"1","9","9",127.8,"1","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",NA
"1","9773","1",1,138,"1","4","9",134.2,"1","0","0","1",20,"0",11.1,0.6,2.02,"Graduate",NA
"2","8014","0",1,150,"1",NA,"5",143,"0","0","0","0",40,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9085","1",39,120,"1","9","9",120,"1","0","0","0",32,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9254","1",1,110,"1","9",NA,113.2,"1","0","0","0",24,"0",10.8,1.4,1.74,"Dropout",NA
"1","9500","1",1,146,"1","5",NA,135.8,"1","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",1
"1","9238","1",1,148,"1","9","9",143.5,"0","0","0","0",18,"0",10.8,1.4,1.74,"Graduate",1
"1","9238","1",1,145,"1","4",NA,148.9,"1","0","0","1",18,"0",10.8,1.4,1.74,"Graduate",NA
"1","9003","1",1,133.1,"1","4",NA,115.6,"1","0","0","0",27,"0",15.5,2.8,-4.06,"Dropout",NA
"1","9147","1",1,160,"1","9","5",159.3,"0","0","0","0",18,"0",7.6,2.6,0.32,"Graduate",1
"1","9991","0",1,150,"1","9",NA,138.5,"0","0","0","0",26,"0",12.7,3.7,-1.7,"Enrolled",NA
"1","9853","1",1,130,"1","9","4",133.2,"1","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",1
"1","8014","0",1,120,"1",NA,NA,117.6,"1","0","0","0",19,"0",7.6,2.6,0.32,"Graduate",NA
"1","9147","1",1,115,"1","5","5",108.7,"1","0","0","0",21,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9147","1",1,133.1,"1","4","6",106,"1","0","0","0",24,"0",12.7,3.7,-1.7,"Enrolled",NA
"1","9853","1",1,120,"1","9","10",122.6,"0","0","0","0",20,"0",12.7,3.7,-1.7,"Dropout",1
"1","9853","1",1,134,"1","5","9",127.4,"1","0","0","0",18,"0",10.8,1.4,1.74,"Enrolled",NA
"1","9003","1",1,133.1,"1","9","9",100,"0","0","0","0",30,"0",11.1,0.6,2.02,"Dropout",NA
"1","9853","1",1,133.1,"1","9","9",95,"1","0","0","0",22,"0",11.1,0.6,2.02,"Enrolled",1
"1","9147","1",3,130,"1","9",NA,130,"0","0","0","0",21,"0",10.8,1.4,1.74,"Graduate",1
"1","9556","1",1,120,"1","4","5",122.8,"0","0","0","0",26,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9147","1",1,115,"1",NA,NA,115,"1","0","0","0",23,"0",9.4,-0.8,-3.12,"Enrolled",1
"1","9070","1",1,135,"1","5","9",145.9,"0","0","0","1",18,"0",16.2,0.3,-0.92,"Graduate",2
"1","9070","1",1,133.1,"1","5","9",143,"1","0","0","0",21,"0",12.7,3.7,-1.7,"Dropout",NA
"1","171","1",1,145,"1","9","9",100,"0","0","0","1",18,"0",13.9,-0.3,0.79,"Dropout",NA
"1","9085","1",1,130,"1","5","5",121.3,"1","0","0","0",21,"0",9.4,-0.8,-3.12,"Enrolled",1
"1","9853","1",1,118,"1",NA,NA,121.2,"1","0","0","0",18,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9853","1",1,138,"1","5","9",125.1,"1","1","0","1",19,"0",12.7,3.7,-1.7,"Dropout",NA
"1","9254","1",1,122,"1","4","9",112.9,"1","0","0","0",22,"0",7.6,2.6,0.32,"Enrolled",NA
"1","9238","1",1,126,"1","5",NA,120.8,"1","0","0","0",19,"0",12.4,0.5,1.79,"Graduate",NA
"1","9085","1",1,121,"1","9",NA,114,"1","0","0","0",19,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9238","1",1,152,"1",NA,"5",132.1,"1","0","0","0",19,"0",9.4,-0.8,-3.12,"Dropout",1
"2","9085","1",39,160,"1",NA,NA,160,"0","0","0","0",27,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9085","1",1,134,"1","5","5",134,"1","0","0","0",22,"0",12.7,3.7,-1.7,"Graduate",NA
"1","9773","1",1,128,"1","9",NA,124.2,"1","0","0","0",18,"0",15.5,2.8,-4.06,"Dropout",1
"1","9254","1",1,125,"1","5","5",115.6,"1","0","0","0",20,"0",9.4,-0.8,-3.12,"Graduate",NA
"2","9991","0",1,130,"1","9","9",128.2,"0","0","0","0",34,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9500","1",1,138,"1","5",NA,132.8,"1","0","0","0",18,"0",13.9,-0.3,0.79,"Graduate",NA
"1","9773","1",1,121,"1","5","5",123.1,"1","0","1","0",20,"0",9.4,-0.8,-3.12,"Graduate",NA
"1","9130","1",1,134,"41","5","5",125.6,"1","0","0","0",20,"1",12.7,3.7,-1.7,"Graduate",1
"1","9991","0",1,130,"1","4","9",115,"0","0","1","0",25,"0",16.2,0.3,-0.92,"Dropout",NA
"1","9119","1",1,126,"1","2","9",123.6,"1","0","1","0",18,"0",8.9,1.4,3.51,"Dropout",NA
"1","9130","1",1,148,"1","9","9",141.7,"0","0","1","0",18,"0",8.9,1.4,3.51,"Dropout",NA
"1","9853","1",1,160,"1","5",NA,139,"1","0","0","1",18,"0",9.4,-0.8,-3.12,"Dropout",NA
"1","9254","1",1,118,"1","5","4",118,"0","0","0","1",19,"0",12.4,0.5,1.79,"Graduate",NA
"1","9853","1",1,150,"1","5","5",142,"1","0","0","1",19,"0",10.8,1.4,1.74,"Dropout",NA
"1","9238","1",1,140,"1","5","5",143.4,"0","0","0","1",21,"0",13.9,-0.3,0.79,"Graduate",2
"1","9070","1",1,100,"1","2","2",115.9,"0","0","0","0",29,"0",9.4,-0.8,-3.12,"Enrolled",NA
"1","9070","1",1,110,"1","9","9",105.1,"1","0","0","1",20,"0",12.4,0.5,1.79,"Graduate",NA
"1","8014","0",42,140,"1",NA,NA,138,"1","0","0","1",21,"0",8.9,1.4,3.51,"Graduate",NA
"1","9991","0",1,133.1,"41","9",NA,114.7,"0","0","0","0",34,"1",10.8,1.4,1.74,"Dropout",1
"1","9773","1",1,140,"22","3","9",130.5,"1","0","0","0",20,"1",12.7,3.7,-1.7,"Graduate",NA
"1","9991","0",1,110,"1","9","9",134.3,"0","0","1","0",24,"0",10.8,1.4,1.74,"Dropout",2
"1","9500","1",1,148,"1","4","3",137.5,"0","0","1","0",18,"0",16.2,0.3,-0.92,"Graduate",2
"1","9500","1",1,137,"1","4","4",125.3,"0","0","1","0",19,"0",7.6,2.6,0.32,"Enrolled",NA
